shipment_id,carrier,mode,origin_port,dest_port,season,distance_km,planned_transit_days,origin_congestion_idx,dest_congestion_idx,customs_complexity,num_customs_stops,weather_risk,carrier_reliability_score,shipment_value_usd,is_hazmat,num_prior_shipments_route,is_delayed,delay_days
SHP107958,COSCO,Sea,Rotterdam,Long_Beach,Q3,10235.6,20.0,0.788,1.007,0.103,2,0.908,0.68,29574.4,0,10,1,11.02
SHP107959,COSCO,Sea,Ningbo,Sydney,Q2,2677.5,8.2,0.523,0.222,0.554,1,0.576,0.68,161728.07,0,14,0,0.0
SHP107960,CMA_CGM,Air,Antwerp,Vancouver,Q3,6600.1,2.6,0.912,0.598,0.235,0,0.072,0.75,6813.75,0,16,0,0.0
SHP107961,ONE_Line,Sea,Rotterdam,Tokyo,Q4,12019.7,24.0,0.926,0.464,0.735,2,0.25,0.72,365375.79,0,3,1,2.76
SHP107962,MSC,Sea,Shanghai,Santos,Q3,17862.4,35.9,0.46,0.31,0.994,2,0.203,0.78,68088.89,0,9,0,0.0
SHP107963,MSC,Rail,Ningbo,Felixstowe,Q4,117.5,3.4,0.784,1.034,0.632,0,0.886,0.78,12803.02,0,6,1,1.34
SHP107964,Hapag_Lloyd,Road,Dubai,Durban,Q2,2373.8,5.5,0.132,0.3,0.94,1,0.96,0.82,133761.14,0,7,0,0.0
SHP107965,Hapag_Lloyd,Road,Ningbo,Long_Beach,Q1,1435.3,6.6,0.581,0.876,0.444,1,0.614,0.82,1459.41,0,6,0,0.0
SHP107966,ONE_Line,Sea,Antwerp,Durban,Q1,1576.9,6.8,0.793,0.333,0.256,4,0.048,0.72,1417.99,0,10,1,1.15
SHP107967,ONE_Line,Road,Dubai,Felixstowe,Q3,116.1,3.5,0.168,0.881,0.919,1,0.74,0.72,40520.9,1,14,1,14.06
SHP107968,ONE_Line,Rail,Busan,Felixstowe,Q3,675.8,3.2,0.259,0.881,0.882,0,0.515,0.72,7539.68,0,13,0,0.0
SHP107969,COSCO,Air,Singapore,Durban,Q1,1713.1,3.9,0.861,0.333,0.857,0,0.235,0.68,81947.98,0,12,0,0.0
SHP107970,CMA_CGM,Road,Rotterdam,Sydney,Q1,152.1,1.6,0.686,0.247,0.469,1,0.465,0.75,22423.76,1,16,1,11.63
SHP107971,Evergreen,Sea,Dubai,Santos,Q2,18563.0,36.9,0.132,0.243,0.321,0,0.546,0.7,6795.59,0,7,1,2.25
SHP107972,MaerskLine,Air,Singapore,Tokyo,Q2,16992.2,6.3,0.775,0.309,0.081,1,0.972,0.85,171480.97,0,8,0,0.0
SHP107973,COSCO,Air,Antwerp,Durban,Q4,11014.7,3.9,1.07,0.45,0.173,0,0.286,0.68,1104.78,0,9,0,0.0
SHP107974,Hapag_Lloyd,Sea,Shanghai,Santos,Q4,15115.4,29.5,0.54,0.364,0.608,1,0.741,0.82,1434.33,0,6,1,7.02
SHP107975,COSCO,Sea,Ningbo,Felixstowe,Q4,14927.0,30.4,0.784,1.034,0.471,1,0.008,0.68,139295.2,0,11,1,2.42
SHP107976,Hapag_Lloyd,Sea,Rotterdam,Mumbai,Q1,3501.1,7.4,0.686,0.245,0.351,1,0.115,0.82,32794.04,0,8,0,0.0
SHP107977,CMA_CGM,Sea,Los_Angeles,Mumbai,Q4,8436.3,16.7,0.782,0.331,0.488,1,0.997,0.75,9190.35,0,9,0,0.0
SHP107978,MaerskLine,Sea,Shanghai,Sydney,Q4,2920.5,8.5,0.54,0.333,0.706,0,0.609,0.85,44677.59,0,7,0,0.0
SHP107979,Evergreen,Sea,Hamburg,Durban,Q3,1761.6,7.2,0.259,0.383,0.475,1,0.773,0.7,15402.41,0,8,1,3.04
SHP107980,ONE_Line,Air,Ningbo,New_York,Q1,17815.7,5.5,0.581,0.116,0.811,0,0.19,0.72,1258.42,0,11,0,0.0
SHP107981,CMA_CGM,Sea,Hong_Kong,Vancouver,Q2,19305.9,38.3,0.6,0.468,0.811,1,0.855,0.75,55353.05,1,7,0,0.0
SHP107982,COSCO,Sea,Hamburg,Durban,Q1,13809.6,27.7,0.225,0.333,0.951,1,0.651,0.68,11971.75,0,3,1,1.75
SHP107983,Evergreen,Sea,Hamburg,Felixstowe,Q3,2441.5,7.8,0.259,0.881,0.442,1,0.328,0.7,285070.12,0,11,0,0.0
SHP107984,MaerskLine,Sea,Busan,Le_Havre,Q2,9211.1,18.3,0.202,0.401,0.504,4,0.899,0.85,1810.88,0,9,0,0.0
SHP107985,Evergreen,Sea,Los_Angeles,Le_Havre,Q1,9028.3,20.4,0.579,0.446,0.061,1,0.423,0.7,13137.61,0,5,0,0.0
SHP107986,Hapag_Lloyd,Sea,Shanghai,Felixstowe,Q1,19040.8,36.9,0.4,0.766,0.972,1,0.1,0.82,66681.74,0,7,0,0.0
SHP107987,MaerskLine,Rail,Hong_Kong,Le_Havre,Q1,1776.4,6.6,0.666,0.446,0.151,1,0.179,0.85,85826.96,0,8,0,0.0
SHP107988,CMA_CGM,Air,Dubai,Durban,Q3,13364.9,6.6,0.168,0.383,0.048,0,0.442,0.75,1908.64,0,8,0,0.0
SHP107989,Evergreen,Sea,Hamburg,Long_Beach,Q3,11910.6,24.9,0.259,1.007,0.954,1,0.733,0.7,7827.59,0,9,1,24.4
SHP107990,Evergreen,Air,Antwerp,New_York,Q2,12024.0,4.7,0.714,0.105,0.658,1,0.483,0.7,11688.41,0,6,1,3.4
SHP107991,MSC,Sea,Rotterdam,Vancouver,Q4,17310.5,33.4,0.926,0.702,0.199,0,0.107,0.78,38904.58,0,9,0,0.0
SHP107992,Evergreen,Sea,Hong_Kong,Tokyo,Q1,8003.6,18.5,0.666,0.343,0.754,1,0.028,0.7,127705.81,0,4,0,0.0
SHP107993,Hapag_Lloyd,Sea,Busan,Felixstowe,Q2,8749.9,18.8,0.202,0.689,0.085,2,0.931,0.82,29238.02,0,6,1,25.38
SHP107994,Hapag_Lloyd,Sea,Singapore,Le_Havre,Q4,5357.4,12.8,1.162,0.602,0.149,2,0.244,0.82,415764.29,1,12,1,22.69
SHP107995,MSC,Air,Hamburg,Durban,Q2,13288.2,6.6,0.202,0.3,0.654,3,0.083,0.78,323315.94,0,5,0,0.0
SHP107996,Evergreen,Air,Shanghai,Tokyo,Q4,17825.9,5.2,0.54,0.464,0.773,0,0.325,0.7,2300.71,0,12,0,0.0
SHP107997,CMA_CGM,Sea,Rotterdam,Mumbai,Q1,7321.4,14.4,0.686,0.245,0.333,3,0.706,0.75,128357.85,1,18,0,0.0
SHP107998,CMA_CGM,Rail,Hamburg,Felixstowe,Q3,507.5,2.4,0.259,0.881,0.792,0,0.125,0.75,1913.1,0,8,0,0.0
SHP107999,Hapag_Lloyd,Air,Ningbo,Vancouver,Q3,12448.2,5.2,0.668,0.598,0.848,0,0.962,0.82,2139.25,0,8,1,36.06
SHP108000,Hapag_Lloyd,Road,Ningbo,New_York,Q3,2879.1,8.3,0.668,0.134,0.67,1,0.45,0.82,46303.19,0,11,0,0.0
SHP108001,MaerskLine,Sea,Hamburg,Santos,Q3,9510.3,19.5,0.259,0.31,0.14,1,0.772,0.85,10042.93,0,11,0,0.0
SHP108002,MSC,Sea,Ningbo,Santos,Q1,10748.8,23.4,0.581,0.27,0.842,2,0.026,0.78,33241.45,0,5,0,0.0
SHP108003,COSCO,Sea,Shanghai,Sydney,Q4,11111.5,21.5,0.54,0.333,0.651,0,0.786,0.68,2022.64,0,7,0,0.0
SHP108004,MSC,Sea,Singapore,Santos,Q1,18878.1,36.8,0.861,0.27,0.584,1,0.929,0.78,188115.73,0,12,1,15.47
SHP108005,Evergreen,Air,Shanghai,Le_Havre,Q2,14633.6,6.7,0.36,0.401,0.636,1,0.06,0.7,10674.29,0,8,1,6.62
SHP108006,Hapag_Lloyd,Sea,Shanghai,Tokyo,Q3,1819.1,6.8,0.46,0.395,0.205,1,0.112,0.82,50012.52,0,12,0,0.0
SHP108007,Evergreen,Road,Dubai,Le_Havre,Q1,2151.6,6.8,0.146,0.446,0.667,0,0.13,0.7,1731.69,0,7,0,0.0
SHP108008,COSCO,Sea,Singapore,Sydney,Q3,9387.8,20.0,0.99,0.284,0.911,2,0.476,0.68,9043.17,1,4,1,2.83
SHP108009,MaerskLine,Road,Rotterdam,Long_Beach,Q3,2166.9,7.1,0.788,1.007,0.053,0,0.179,0.85,2906.56,0,9,1,12.47
SHP108010,CMA_CGM,Sea,Hong_Kong,Durban,Q2,14695.2,27.9,0.6,0.3,0.06,2,0.885,0.75,5125.09,0,9,0,0.0
SHP108011,CMA_CGM,Sea,Busan,Felixstowe,Q4,6416.9,15.2,0.304,1.034,0.473,1,0.095,0.75,79874.77,0,12,0,0.0
SHP108012,CMA_CGM,Sea,Shanghai,Tokyo,Q3,11491.0,22.9,0.46,0.395,0.365,1,0.627,0.75,261562.26,0,7,0,0.0
SHP108013,COSCO,Sea,Busan,Santos,Q1,11519.8,22.4,0.225,0.27,0.654,0,0.364,0.68,12265.49,0,7,0,0.0
SHP108014,MaerskLine,Sea,Hamburg,Le_Havre,Q2,16515.6,33.6,0.202,0.401,0.178,0,0.286,0.85,1558.8,0,4,0,0.0
SHP108015,CMA_CGM,Sea,Rotterdam,Sydney,Q4,5185.4,13.4,0.926,0.333,0.331,0,0.769,0.75,13883.37,0,7,1,4.26
SHP108016,CMA_CGM,Air,Rotterdam,Felixstowe,Q2,3481.9,4.7,0.617,0.689,0.071,0,0.659,0.75,24198.83,0,7,0,0.0
SHP108017,CMA_CGM,Sea,Singapore,Santos,Q4,12046.1,25.8,1.162,0.364,0.77,1,0.061,0.75,63666.84,0,10,1,30.88
SHP108018,COSCO,Sea,Shanghai,Long_Beach,Q4,18288.2,36.6,0.54,1.183,0.218,1,0.804,0.68,1403.98,0,3,1,29.51
SHP108019,CMA_CGM,Air,Shanghai,Felixstowe,Q4,14676.0,6.6,0.54,1.034,0.219,0,0.282,0.75,6803.73,0,8,1,13.31
SHP108020,Evergreen,Sea,Hamburg,New_York,Q3,3074.2,8.6,0.259,0.134,0.597,0,0.116,0.7,315547.39,0,10,0,0.0
SHP108021,MaerskLine,Sea,Rotterdam,Vancouver,Q3,15871.8,30.6,0.788,0.598,0.564,0,0.871,0.85,12564.3,0,5,0,0.0
SHP108022,Evergreen,Sea,Hamburg,Sydney,Q4,2319.5,6.2,0.303,0.333,0.704,0,0.332,0.7,58858.61,0,3,0,0.0
SHP108023,Evergreen,Rail,Los_Angeles,Durban,Q4,2076.1,8.0,0.782,0.45,0.707,1,0.598,0.7,9572.74,0,10,0,0.0
SHP108024,COSCO,Sea,Los_Angeles,Mumbai,Q1,19549.9,38.1,0.579,0.245,0.492,1,0.43,0.68,3369.74,0,10,1,19.36
SHP108025,MSC,Sea,Rotterdam,Tokyo,Q1,794.2,3.2,0.686,0.343,0.359,3,0.271,0.78,1927.68,0,8,1,14.34
SHP108026,CMA_CGM,Sea,Ningbo,Durban,Q4,2096.1,7.4,0.784,0.45,0.466,2,0.57,0.75,2699.09,1,11,1,2.54
SHP108027,MSC,Road,Ningbo,Vancouver,Q1,2387.8,7.0,0.581,0.52,0.6,0,0.237,0.78,185241.59,0,9,0,0.0
SHP108028,MSC,Rail,Rotterdam,Mumbai,Q1,878.1,5.6,0.686,0.245,0.619,0,0.118,0.78,4908.61,0,7,0,0.0
SHP108029,COSCO,Rail,Singapore,Santos,Q4,2967.3,8.2,1.162,0.364,0.486,0,0.755,0.68,297361.62,1,14,1,21.68
SHP108030,Hapag_Lloyd,Rail,Los_Angeles,Long_Beach,Q4,2691.6,7.8,0.782,1.183,0.361,0,0.587,0.82,12447.41,0,10,1,10.91
SHP108031,Hapag_Lloyd,Road,Hamburg,Mumbai,Q2,286.8,1.5,0.202,0.221,0.909,0,0.218,0.82,2162.17,0,6,0,0.0
SHP108032,Evergreen,Road,Hamburg,Le_Havre,Q2,2789.9,7.7,0.202,0.401,0.937,2,0.921,0.7,6523.92,0,6,1,2.37
SHP108033,MSC,Road,Hamburg,Long_Beach,Q1,2833.2,6.8,0.225,0.876,0.379,1,0.752,0.78,11803.23,0,10,0,0.0
SHP108034,Hapag_Lloyd,Sea,Los_Angeles,Felixstowe,Q1,19460.0,38.1,0.579,0.766,0.542,0,0.359,0.82,69985.91,1,7,0,0.0
SHP108035,Hapag_Lloyd,Road,Hong_Kong,Santos,Q1,689.1,2.9,0.666,0.27,0.434,4,0.409,0.82,58328.28,0,7,0,0.0
SHP108036,Evergreen,Road,Singapore,Santos,Q4,651.5,3.5,1.162,0.364,0.752,2,0.024,0.7,58224.72,0,9,0,0.0
SHP108037,Evergreen,Sea,Antwerp,Mumbai,Q3,9191.6,18.0,0.912,0.282,0.998,2,0.135,0.7,43703.88,0,9,0,0.0
SHP108038,ONE_Line,Sea,Singapore,Le_Havre,Q3,9395.6,18.7,0.99,0.512,0.546,1,0.944,0.72,355833.97,0,9,0,0.0
SHP108039,Evergreen,Rail,Singapore,Santos,Q4,1135.4,3.8,1.162,0.364,0.35,5,0.501,0.7,50395.97,0,7,1,4.38
SHP108040,MaerskLine,Sea,Los_Angeles,Santos,Q2,7733.8,16.0,0.521,0.243,0.087,1,0.81,0.85,58860.0,1,4,1,11.66
SHP108041,Hapag_Lloyd,Sea,Dubai,New_York,Q1,6351.8,14.9,0.146,0.116,0.43,1,0.27,0.82,77106.38,0,7,0,0.0
SHP108042,ONE_Line,Sea,Antwerp,Felixstowe,Q2,4482.3,10.6,0.714,0.689,0.853,1,0.25,0.72,152175.05,0,7,1,10.33
SHP108043,MaerskLine,Road,Singapore,Mumbai,Q3,2113.7,7.2,0.99,0.282,0.071,1,0.368,0.85,39301.43,0,9,0,0.0
SHP108044,COSCO,Air,Rotterdam,Le_Havre,Q4,1034.9,1.2,0.926,0.602,0.528,0,0.078,0.68,1350.59,1,10,0,0.0
SHP108045,ONE_Line,Sea,Hamburg,Santos,Q3,6316.3,14.1,0.259,0.31,0.442,1,0.603,0.72,1376.5,0,5,0,0.0
SHP108046,CMA_CGM,Sea,Rotterdam,Vancouver,Q3,713.2,2.6,0.788,0.598,0.974,2,0.749,0.75,3401.26,0,10,0,0.0
SHP108047,Evergreen,Sea,Rotterdam,New_York,Q3,15438.2,29.9,0.788,0.134,0.724,0,0.971,0.7,22586.09,0,7,1,11.37
SHP108048,COSCO,Sea,Ningbo,Felixstowe,Q2,6951.5,16.6,0.523,0.689,0.485,0,0.024,0.68,2689.05,0,11,1,5.7
SHP108049,COSCO,Sea,Singapore,Long_Beach,Q4,7153.3,16.3,1.162,1.183,0.323,1,0.433,0.68,1371.67,0,7,1,15.64
SHP108050,Hapag_Lloyd,Road,Ningbo,Le_Havre,Q4,2136.1,5.5,0.784,0.602,0.331,3,0.463,0.82,410166.57,0,9,0,0.0
SHP108051,Evergreen,Sea,Los_Angeles,Santos,Q3,1099.8,4.3,0.666,0.31,0.584,2,0.024,0.7,13253.58,0,12,1,1.25
SHP108052,MaerskLine,Sea,Los_Angeles,Durban,Q3,5240.2,13.5,0.666,0.383,0.501,3,0.224,0.85,227228.36,1,9,1,11.41
SHP108053,ONE_Line,Sea,Busan,Durban,Q3,5641.3,11.8,0.259,0.383,0.984,4,0.352,0.72,3106.71,0,7,0,0.0
SHP108054,MSC,Sea,Hamburg,Mumbai,Q1,10186.5,20.0,0.225,0.245,0.183,2,0.086,0.78,402270.35,0,6,1,7.12
SHP108055,COSCO,Road,Rotterdam,Le_Havre,Q2,1290.7,4.4,0.617,0.401,0.955,2,0.211,0.68,5982.42,0,15,0,0.0
SHP108056,Evergreen,Rail,Shanghai,Durban,Q1,2581.9,7.2,0.4,0.333,0.109,0,0.074,0.7,15936.4,0,13,0,0.0
SHP108057,Evergreen,Sea,Hong_Kong,Le_Havre,Q4,8357.3,17.2,0.9,0.602,0.26,1,0.501,0.7,6645.59,0,5,1,26.37
SHP108058,CMA_CGM,Sea,Antwerp,Durban,Q3,12374.3,25.3,0.912,0.383,0.309,0,0.584,0.75,10454.34,1,7,0,0.0
SHP108059,ONE_Line,Rail,Rotterdam,Felixstowe,Q1,2784.2,7.7,0.686,0.766,0.12,1,0.958,0.72,1938.04,0,7,1,14.44
SHP108060,Evergreen,Air,Antwerp,Long_Beach,Q3,2890.0,1.9,0.912,1.007,0.475,1,0.157,0.7,16424.14,0,10,0,0.0
SHP108061,CMA_CGM,Sea,Dubai,Sydney,Q4,8508.1,18.1,0.198,0.333,0.02,2,0.769,0.75,6333.08,0,9,0,0.0
SHP108062,ONE_Line,Sea,Singapore,Le_Havre,Q3,10256.0,20.1,0.99,0.512,0.283,1,0.792,0.72,3993.25,0,5,0,0.0
SHP108063,MaerskLine,Air,Ningbo,Santos,Q3,19012.4,5.7,0.668,0.31,0.61,0,0.984,0.85,1304.97,0,6,0,0.0
SHP108064,ONE_Line,Road,Busan,Mumbai,Q3,638.6,3.3,0.259,0.282,0.428,1,0.095,0.72,1385.22,0,5,0,0.0
SHP108065,COSCO,Road,Shanghai,Le_Havre,Q3,2508.0,5.6,0.46,0.512,0.439,2,0.588,0.68,25493.55,0,8,0,0.0
SHP108066,CMA_CGM,Road,Shanghai,Santos,Q2,2649.0,6.6,0.36,0.243,0.981,1,0.627,0.75,36888.44,0,6,0,0.0
SHP108067,COSCO,Rail,Shanghai,Tokyo,Q3,2270.6,6.0,0.46,0.395,0.493,0,0.717,0.68,86724.01,0,9,0,0.0
SHP108068,MSC,Road,Dubai,Sydney,Q1,552.9,4.0,0.146,0.247,0.68,2,0.383,0.78,8478.03,0,9,1,4.98
SHP108069,COSCO,Sea,Hong_Kong,Felixstowe,Q2,11346.3,22.1,0.6,0.689,0.267,0,0.636,0.68,224643.84,0,12,0,0.0
SHP108070,MaerskLine,Air,Los_Angeles,Long_Beach,Q4,12753.7,5.2,0.782,1.183,0.258,0,0.77,0.85,32522.83,0,11,0,0.0
SHP108071,COSCO,Air,Singapore,Santos,Q3,9974.1,4.1,0.99,0.31,0.306,0,0.519,0.68,215124.25,0,9,0,0.0
SHP108072,MaerskLine,Sea,Hong_Kong,Durban,Q1,2859.3,7.2,0.666,0.333,0.028,0,0.201,0.85,273389.19,1,8,0,0.0
SHP108073,ONE_Line,Sea,Antwerp,Santos,Q2,12389.9,25.4,0.714,0.243,0.281,2,0.583,0.72,2333.86,0,11,1,10.58
SHP108074,Hapag_Lloyd,Air,Los_Angeles,Felixstowe,Q1,13262.7,5.9,0.579,0.766,0.817,1,0.934,0.82,3801.8,0,8,0,0.0
SHP108075,Hapag_Lloyd,Air,Los_Angeles,Long_Beach,Q3,15003.0,5.8,0.666,1.007,0.953,0,0.097,0.82,40532.03,1,8,1,7.64
SHP108076,ONE_Line,Sea,Rotterdam,Long_Beach,Q1,8248.2,18.0,0.686,0.876,0.14,2,0.032,0.72,376668.95,0,4,1,23.68
SHP108077,ONE_Line,Sea,Antwerp,Mumbai,Q3,12232.3,24.0,0.912,0.282,0.699,3,0.257,0.72,14247.87,0,5,0,0.0
SHP108078,CMA_CGM,Sea,Hamburg,Long_Beach,Q3,7232.2,14.9,0.259,1.007,0.254,0,0.094,0.75,319391.96,0,10,0,0.0
SHP108079,MSC,Sea,Hong_Kong,Tokyo,Q3,12132.2,23.5,0.766,0.395,0.918,0,0.897,0.78,23331.85,0,7,0,0.0
SHP108080,Hapag_Lloyd,Sea,Rotterdam,New_York,Q4,12481.1,26.1,0.926,0.157,0.588,2,0.066,0.82,1220.52,0,5,1,4.27
SHP108081,Evergreen,Rail,Singapore,Le_Havre,Q1,2093.3,6.3,0.861,0.446,0.216,0,0.461,0.7,6166.79,0,8,0,0.0
SHP108082,ONE_Line,Sea,Antwerp,Sydney,Q3,6598.6,14.6,0.912,0.284,0.865,2,0.469,0.72,2462.64,0,10,0,0.0
SHP108083,ONE_Line,Road,Busan,Long_Beach,Q2,2668.4,7.3,0.202,0.788,0.854,1,0.487,0.72,71749.61,1,10,0,0.0
SHP108084,COSCO,Road,Ningbo,Vancouver,Q3,1954.6,7.5,0.668,0.598,0.339,1,0.461,0.68,17836.99,0,11,0,0.0
SHP108085,CMA_CGM,Road,Singapore,New_York,Q4,567.0,2.1,1.162,0.157,0.079,2,0.158,0.75,18676.72,0,4,1,20.69
SHP108086,CMA_CGM,Sea,Los_Angeles,Le_Havre,Q3,10720.2,21.7,0.666,0.512,0.497,1,0.404,0.75,162421.08,0,2,1,5.15
SHP108087,Evergreen,Road,Hong_Kong,Sydney,Q1,2685.3,7.5,0.666,0.247,0.171,1,0.384,0.7,149818.45,0,9,0,0.0
SHP108088,MaerskLine,Sea,Hong_Kong,Le_Havre,Q3,6534.1,13.7,0.766,0.512,0.968,0,0.579,0.85,37342.53,0,7,0,0.0
SHP108089,COSCO,Air,Singapore,Mumbai,Q2,16753.0,5.0,0.775,0.221,0.114,0,0.487,0.68,325636.93,1,7,1,7.54
SHP108090,CMA_CGM,Sea,Antwerp,Felixstowe,Q4,15328.5,31.1,1.07,1.034,0.071,0,0.652,0.75,27772.11,0,10,1,6.87
SHP108091,ONE_Line,Sea,Shanghai,Mumbai,Q1,17180.8,33.4,0.4,0.245,0.816,0,0.208,0.72,28095.44,0,5,0,0.0
SHP108092,Evergreen,Road,Antwerp,Santos,Q1,2227.1,5.1,0.793,0.27,0.977,0,0.722,0.7,317282.01,0,8,0,0.0
SHP108093,COSCO,Air,Antwerp,Vancouver,Q1,13947.8,6.3,0.793,0.52,0.767,0,0.886,0.68,4210.94,0,8,0,0.0
SHP108094,Evergreen,Sea,Shanghai,Mumbai,Q4,10021.4,20.9,0.54,0.331,0.091,1,0.037,0.7,9118.04,0,10,0,0.0
SHP108095,MSC,Road,Antwerp,New_York,Q4,129.8,3.1,1.07,0.157,0.866,0,0.324,0.78,153514.53,0,9,0,0.0
SHP108096,Evergreen,Air,Shanghai,Santos,Q2,16833.3,6.7,0.36,0.243,0.653,0,0.782,0.7,1512.66,0,12,0,0.0
SHP108097,ONE_Line,Sea,Shanghai,Long_Beach,Q1,5003.5,11.9,0.4,0.876,0.291,3,0.584,0.72,3673.45,0,3,0,0.0
SHP108098,MSC,Air,Hong_Kong,Mumbai,Q1,18437.6,6.4,0.666,0.245,0.574,0,0.292,0.78,8255.98,0,8,0,0.0
SHP108099,Hapag_Lloyd,Sea,Antwerp,Santos,Q3,19550.6,38.5,0.912,0.31,0.924,0,0.122,0.82,14269.55,0,10,1,25.72
SHP108100,Hapag_Lloyd,Air,Busan,Le_Havre,Q4,17343.4,7.1,0.304,0.602,0.239,0,0.832,0.82,15993.44,0,8,0,0.0
SHP108101,COSCO,Road,Hong_Kong,Mumbai,Q3,1409.0,3.6,0.766,0.282,0.997,2,0.625,0.68,2258.14,1,11,1,5.88
SHP108102,COSCO,Sea,Shanghai,New_York,Q2,8818.1,18.4,0.36,0.105,0.304,0,0.182,0.68,1525.45,0,10,0,0.0
SHP108103,Hapag_Lloyd,Road,Shanghai,Long_Beach,Q3,794.2,4.5,0.46,1.007,0.682,0,0.078,0.82,6583.24,0,13,0,0.0
SHP108104,ONE_Line,Air,Ningbo,New_York,Q1,18354.7,5.8,0.581,0.116,0.23,2,0.681,0.72,1279.68,1,4,0,0.0
SHP108105,MaerskLine,Rail,Rotterdam,Sydney,Q4,2058.7,5.3,0.926,0.333,0.889,0,0.417,0.85,22085.18,0,5,0,0.0
SHP108106,Hapag_Lloyd,Sea,Singapore,Tokyo,Q4,1678.6,4.7,1.162,0.464,0.557,2,0.717,0.82,33102.99,0,12,0,0.0
SHP108107,Evergreen,Sea,Singapore,Felixstowe,Q3,10322.9,19.9,0.99,0.881,0.746,0,0.586,0.7,2430.79,0,5,1,30.16
SHP108108,Evergreen,Sea,Los_Angeles,Felixstowe,Q4,796.6,3.2,0.782,1.034,0.723,1,0.263,0.7,11284.98,0,10,0,0.0
SHP108109,MaerskLine,Sea,Shanghai,Le_Havre,Q3,11428.1,22.8,0.46,0.512,0.391,2,0.968,0.85,3154.37,0,5,0,0.0
SHP108110,MSC,Sea,Los_Angeles,Mumbai,Q4,18998.7,37.6,0.782,0.331,0.373,1,0.496,0.78,312454.53,0,10,0,0.0
SHP108111,Evergreen,Sea,Dubai,Mumbai,Q4,13356.2,27.3,0.198,0.331,0.851,2,0.739,0.7,141021.69,0,6,1,13.54
SHP108112,MSC,Sea,Antwerp,Felixstowe,Q4,16651.5,31.6,1.07,1.034,0.553,1,0.955,0.78,278248.97,0,8,1,61.49
SHP108113,MaerskLine,Sea,Rotterdam,New_York,Q2,18298.3,35.5,0.617,0.105,0.425,0,0.361,0.85,1961.83,1,5,0,0.0
SHP108114,MSC,Rail,Hamburg,Sydney,Q1,894.2,5.1,0.225,0.247,0.107,2,0.355,0.78,1698.84,0,8,0,0.0
SHP108115,ONE_Line,Air,Singapore,Tokyo,Q3,19902.8,6.0,0.99,0.395,0.011,0,0.527,0.72,7236.49,0,2,1,18.07
SHP108116,ONE_Line,Sea,Shanghai,Santos,Q1,1880.1,5.3,0.4,0.27,0.062,0,0.742,0.72,8482.92,0,11,0,0.0
SHP108117,MSC,Sea,Rotterdam,Mumbai,Q2,2773.2,6.4,0.617,0.221,0.412,4,0.676,0.78,25145.95,0,11,0,0.0
SHP108118,CMA_CGM,Sea,Shanghai,Le_Havre,Q4,12664.1,25.5,0.54,0.602,0.736,0,0.959,0.75,4900.91,0,7,1,36.9
SHP108119,CMA_CGM,Sea,Busan,New_York,Q2,6345.6,14.1,0.202,0.105,0.363,0,0.284,0.75,4231.63,0,12,0,0.0
SHP108120,COSCO,Air,Dubai,Le_Havre,Q4,17149.6,5.2,0.198,0.602,0.7,0,0.567,0.68,1213.03,0,7,0,0.0
SHP108121,MaerskLine,Sea,Rotterdam,Felixstowe,Q4,2150.0,7.5,0.926,1.034,0.285,2,0.765,0.85,37792.04,0,10,0,0.0
SHP108122,MaerskLine,Rail,Hong_Kong,Long_Beach,Q1,1533.6,4.2,0.666,0.876,0.519,0,0.642,0.85,292354.08,0,8,0,0.0
SHP108123,Evergreen,Sea,Hamburg,Mumbai,Q3,15909.0,32.3,0.259,0.282,0.992,2,0.161,0.7,243381.61,0,13,1,26.84
SHP108124,Hapag_Lloyd,Sea,Antwerp,New_York,Q3,8415.7,16.7,0.912,0.134,0.651,0,0.794,0.82,293414.61,0,4,0,0.0
SHP108125,ONE_Line,Sea,Busan,New_York,Q2,19607.2,39.1,0.202,0.105,0.116,0,0.596,0.72,6903.92,0,6,0,0.0
SHP108126,COSCO,Sea,Shanghai,Sydney,Q1,8508.9,18.3,0.4,0.247,0.595,1,0.732,0.68,3024.48,0,10,0,0.0
SHP108127,ONE_Line,Air,Antwerp,Durban,Q1,13515.5,4.9,0.793,0.333,0.942,0,0.388,0.72,365013.26,0,5,0,0.0
SHP108128,Evergreen,Sea,Ningbo,Durban,Q3,14645.2,27.8,0.668,0.383,0.051,0,0.48,0.7,50037.39,0,4,0,0.0
SHP108129,MSC,Air,Hamburg,Le_Havre,Q1,3659.8,4.5,0.225,0.446,0.285,1,0.451,0.78,5081.63,0,12,1,6.88
SHP108130,COSCO,Air,Hong_Kong,Sydney,Q4,17483.4,6.8,0.9,0.333,0.025,0,0.738,0.68,331688.96,1,5,0,0.0
SHP108131,Hapag_Lloyd,Rail,Dubai,Felixstowe,Q1,2804.5,8.4,0.146,0.766,0.053,1,0.91,0.82,74443.28,0,7,0,0.0
SHP108132,CMA_CGM,Road,Ningbo,Felixstowe,Q3,1676.6,5.9,0.668,0.881,0.166,1,0.734,0.75,5522.63,0,7,0,0.0
SHP108133,CMA_CGM,Sea,Singapore,Santos,Q2,19775.1,37.7,0.775,0.243,0.367,3,0.081,0.75,1626.83,1,7,1,8.07
SHP108134,COSCO,Sea,Shanghai,Tokyo,Q4,4553.9,10.2,0.54,0.464,0.433,2,0.081,0.68,303483.54,0,6,0,0.0
